Electricity_Consumption,SQFT,Number_Workers,Building_Activity,Work_hours,Cooling_Days,Number_desktops,Wall_Construction_Material,Boiler,Own_Type,Climate_Zone
2561068,174000,20,18,168,2239,8,2,2,5,7
2561131,150000,53,23,59,1765,33,1,2,2,4
767683,245000,80,5,55,398,40,2,2,1,3
4530666,142000,25,17,168,2140,10,1,2,1,4
846497,54000,75,2,108,2345,75,3,1,2,4
3722466,225000,159,23,46,465,63,3,2,1,1
1574993,120000,140,17,168,746,40,1,1,4,1
9114567,215000,300,4,168,697,510,6,2,9,2
2446256,270000,850,2,60,3501,50,2,2,1,5
4989549,285000,130,14,88,1183,40,2,2,5,7
26801,2400,12,25,100,1913,30,5,2,2,4
168099,10000,3,25,39,662,2,5,2,3,1
22756,3000,4,7,168,1079,4,4,2,10,2
180053,13250,10,5,40,688,6,5,2,2,2
625356,31000,56,23,55,1221,20,1,1,2,2
25290,3200,1,25,60,1003,3,5,2,3,1
180529,12000,40,8,50,1746,80,1,2,2,3
3810588,490000,700,2,55,696,520,2,1,1,4
1097531,210000,30,14,45,795,100,4,2,6,7
220252,2500,12,15,168,2469,1,3,1,2,4
16748,11000,2,26,60,896,30,3,2,2,2
40623,3500,6,2,40,787,8,4,2,2,2
34043,3750,5,2,45,989,1,5,2,3,3
126445,3800,6,23,105,4029,5,1,1,2,5
25182132,1500000,7500,2,65,1419,1000,6,2,1,7
329298,83000,61,14,40,929,35,1,1,10,2
4897451,500000,300,18,168,1121,50,6,2,10,7
16362242,600000,500,16,168,412,700,4,1,5,7
896240,89000,65,13,95,1504,200,3,2,9,4
257242,5000,20,15,117,2501,30,1,2,3,4
1037402,104000,110,14,84,1407,150,1,1,4,7
2684703,172000,100,14,65,1443,96,3,1,10,3
352919,75000,61,14,55,1229,50,1,1,10,3
663027,52000,50,14,60,3185,236,1,2,9,7
6462007,600000,900,2,72,1124,500,2,2,2,2
34945958,2100000,3500,16,168,991,3615,1,2,5,7
904639,110000,50,14,65,585,15,1,2,10,1
986504,60000,90,2,168,1924,75,1,1,2,4
156169,23000,8,18,168,813,4,1,2,3,4
1819457,152000,55,17,168,1575,30,1,1,2,3
148989,4050,2,25,60,935,30,1,2,2,2
94096,20000,3,12,40,2260,3,1,1,4,4
3727020,184000,20,13,84,1843,20,1,1,1,4
26303,3800,2,13,54,626,2,4,2,3,2
23224,4750,3,26,55,608,30,5,2,3,1
695373,3000,3,5,16,2131,30,8,2,10,4
12918872,320000,500,2,40,809,600,3,1,9,2
13136,3200,10,2,47,4053,16,1,2,2,4
481583,36500,60,2,50,2103,2,1,2,3,3
5188004,500001,600,2,45,3249,200,3,2,8,5
2267093,176000,25,13,75,2024,16,1,2,2,4
1807295,82000,300,2,70,3613,350,1,1,2,5
695373,7500,0,91,50,2348,30,5,2,3,4
20537,2250,2,15,55,612,30,1,1,3,2
23901,106000,0,1,0,1554,30,3,2,1,4
49522,3450,5,2,35,1753,7,1,2,3,5
8066698,500001,300,26,168,238,200,3,1,8,3
590733,22000,20,2,54,2205,15,1,1,2,3
373963,35500,19,14,68,3484,40,1,2,4,4
7197,3600,0,13,4,892,30,1,2,5,2
13975343,700000,300,5,168,2426,175,2,2,2,4
82184,9500,15,2,45,4209,12,1,2,2,5
110329,17000,28,26,48,384,30,2,2,3,2
1721125,53000,42,17,168,2001,25,1,2,2,4
121691,72000,6,5,50,1280,3,3,2,1,3
5856737,245000,2,11,45,1287,10,2,2,2,4
1163439,116000,50,14,55,690,50,1,1,10,2
4256,2400,1,5,53,934,30,5,2,3,3
36732,3000,5,26,54,3079,1,1,2,2,4
2790297,106000,250,2,60,1226,495,7,2,2,3
4079,2700,0,12,6,743,30,4,1,4,2
2926722,1000000,200,5,168,1100,8,3,2,3,3
79686,9700,40,2,60,1383,20,1,2,3,4
1206642,150000,100,14,60,2631,12,1,2,10,4
1052826,102000,16,18,168,197,100,4,1,5,4
381685,64000,10,25,47,1079,10,5,2,3,2
1046236,61000,80,2,75,1175,97,1,2,2,2
642815,176000,50,5,90,1072,45,5,2,2,1
9326,1150,3,2,45,1562,2,1,2,5,3
24860,1200,6,26,70,1250,30,1,2,3,4
206151,166000,120,5,68,1786,40,4,2,1,4
2722727,110000,192,2,65,947,30,6,1,1,4
1360065,140000,90,14,60,1772,110,1,1,9,3
70066,13500,8,25,62,1164,7,3,2,3,2
5366876,700000,1000,2,54,1258,800,7,2,1,4
83208,3500,8,15,84,758,2,1,2,3,2
5388997,166000,250,2,168,647,500,2,1,2,2
99917,13250,5,2,45,1741,3,2,2,2,4
8487,6000,1,5,168,1122,30,5,2,2,2
3012734,240000,1000,2,56,1050,750,6,2,1,1
2564209,192000,130,13,82,1298,300,1,2,9,4
2019130,260000,300,1,60,1973,20,8,1,8,4
110065,7500,2,25,112,1071,2,1,2,3,4
223546,10750,22,23,56,1182,19,1,2,1,4
45103,11000,3,12,72,1045,5,1,2,4,2
612551,55000,50,7,40,2704,50,3,1,97,7
2885305,470000,200,14,90,808,300,2,1,10,1
2070388,75000,74,23,99,2833,55,1,2,2,4
3128435,150000,96,17,168,1112,50,3,1,5,2
568146,270000,20,5,55,1815,20,4,2,3,3
17416,7000,1,12,8,2003,3,1,2,4,4
366833,140000,25,5,132,574,6,4,2,2,1
247127,30000,8,12,49,4560,6,3,2,5,5
15838,1800,2,2,48,1671,30,4,2,2,3
117194,6500,8,25,45,3807,3,1,2,2,5
40722,3250,8,2,54,4167,9,3,2,3,5
4326595,300000,150,18,168,2278,40,1,1,10,7
2746373,116000,45,25,96,1059,10,5,2,1,2
11470,3600,3,2,45,1822,4,1,2,5,4
79815,12000,4,25,55,3514,3,1,2,3,5
151509,15250,11,2,60,567,20,1,2,3,1
8063510,280000,400,2,168,773,400,3,2,3,2
117135,20500,11,2,55,1094,11,1,1,2,2
163092,3500,8,15,60,2515,3,1,1,3,4
1487640,63000,30,13,98,4837,5,1,2,2,5
1655394,97000,80,14,168,1823,200,1,2,9,7
969460,128000,60,5,168,1767,25,5,2,2,3
9374747,1700000,360,18,168,3252,150,6,2,3,7
54952,24500,6,14,40,586,2,1,2,4,1
322802,41000,20,25,73,2810,85,1,2,2,5
2877635,490000,100,14,100,616,150,1,1,10,2
3948774,250000,315,14,50,3102,334,1,1,10,5
2303611,260000,70,18,168,1813,20,3,1,2,7
2884795,106000,225,2,60,4655,200,1,2,2,5
3022771,400000,600,2,55,2253,500,3,1,10,3
2493803,130000,80,2,55,4232,45,6,2,2,5
148955,3200,16,15,115,619,1,1,2,2,1
1100424,104000,76,14,50,2260,50,1,1,10,4
1258155,110000,200,2,50,3837,100,3,2,10,5
1897296,114000,0,1,0,2127,30,2,2,10,4
5089962,330000,300,2,60,1908,150,2,1,2,3
10942971,1000000,2400,2,60,1196,1500,3,2,10,4
5069652,205000,700,2,60,2025,500,3,2,2,3
12771506,460000,650,16,168,657,400,3,2,5,7
4422076,180000,125,16,168,828,150,1,1,5,7
496890,48000,100,13,40,40,6,4,1,3,2
43621,6000,4,13,69,1268,1,3,2,2,4
1493972,168000,115,14,45,1090,150,1,2,10,2
4188239,150000,150,2,55,1712,100,1,2,1,3
24182268,144000,20,91,50,880,7,1,2,3,2
1123121,52000,45,14,60,1647,210,3,2,9,4
2561961,102000,74,23,75,4102,38,3,1,3,5
50596,5000,1,91,24,1391,1,5,2,9,3
20626897,1000000,1580,91,168,2075,100,5,1,2,4
882791,43000,3,13,107,2269,12,3,2,2,4
1007668,25000,31,13,77,735,20,1,2,9,2
2222080,440000,250,5,16,3093,50,5,2,2,4
1056020,290000,100,5,55,3193,50,2,2,3,5
457078,80000,75,14,50,596,40,3,1,10,2
2812666,320000,25,5,80,703,15,2,2,1,2
1037540,50001,77,23,55,2079,37,1,2,2,5
1084615,134000,275,2,60,923,200,1,1,6,2
1069469,200000,12,5,84,2981,2,1,2,2,4
7730085,365000,1000,8,112,272,750,1,1,5,3
245306,17250,25,5,168,4940,5,2,2,3,5
2095276,350000,150,14,75,1015,500,1,1,10,2
658737,122000,20,18,168,1201,36,1,2,6,3
4762740,205000,150,25,168,2135,50,3,2,2,4
20306691,2100000,4250,2,66,65,3615,1,2,1,7
58268,5600,12,2,40,3345,8,1,2,5,5
5021550,310000,165,23,55,1279,60,1,2,2,3
25306,1600,3,15,55,2218,30,5,2,3,4
132625,6800,2,15,168,4034,1,3,2,3,5
2731005,154000,72,23,75,1551,29,3,2,2,4
5125909,205000,150,25,126,1333,50,3,2,2,3
356680,15000,5,13,20,1655,30,3,2,4,3
4681690,95000,100,8,168,745,100,1,1,5,2
1281315,102000,25,14,98,1263,90,8,2,6,7
172431,25001,9,5,60,1833,12,5,2,3,3
19525,3950,1,26,40,1261,30,4,2,3,4
33498,11500,8,12,8,2484,1,1,2,4,4
65205,2200,0,26,168,608,30,1,1,2,1
13493460,500001,80,5,168,3062,30,2,2,2,4
4276204,235000,1182,2,85,234,350,6,1,2,4
68562,11000,10,26,60,1386,30,3,2,2,2
2217893,140000,278,7,45,2357,200,1,2,97,7
309273,200000,60,5,65,2835,35,8,2,3,4
1122780,61000,50,8,68,651,100,3,1,5,2
9584446,600000,900,2,50,3658,1642,2,2,2,4
9925,2400,4,25,47,842,1,4,2,2,2
109157,120000,0,5,0,1314,30,4,2,9,2
2049678,144000,16,18,168,2456,12,8,2,5,7
250407,55000,30,14,40,928,10,1,1,2,3
406795,36000,180,2,60,3513,30,1,2,2,4
733294,98000,26,25,55,1677,10,8,2,3,3
1436229,174000,76,2,55,1464,100,1,2,2,3
12248,4200,3,26,59,230,2,3,2,2,1
772665,100000,40,14,68,1967,30,1,1,8,4
44324,30000,2,12,30,2073,1,1,2,4,3
397840,31500,6,25,94,2547,10,1,2,2,4
24868,23000,50,12,8,1413,2,1,1,4,4
3622135,410000,314,14,84,615,88,2,1,10,2
1940465,164000,50,18,168,649,16,3,1,3,7
20341,2700,0,12,8,3349,30,4,2,4,5
207144,43500,35,14,60,687,50,1,1,10,2
1298943,126000,103,14,45,1206,90,1,2,10,2
3581522,200001,150,25,168,1973,50,3,2,2,3
68356,49500,9,12,24,10,3,4,1,4,1
260087,62000,25,14,50,781,30,1,1,10,2
710093,150000,75,14,80,633,120,1,1,10,1
383137,66000,4,5,54,2156,7,1,2,2,4
2785038,200000,400,2,45,846,200,7,2,2,2
51110,3850,6,26,72,2523,3,1,1,2,4
7297821,300000,60,11,137,1466,60,2,2,2,3
159074,2500,3,6,118,813,1,4,2,3,2
527830,6400,21,15,110,2248,2,1,2,3,4
451150,42000,20,18,168,332,6,1,2,3,4
295286,160000,18,26,40,1843,8,1,2,10,4
69030,12250,5,2,45,765,7,1,2,5,2
174012,80000,2,5,52,3482,2,1,2,2,5
185504,14000,20,2,40,1720,20,1,2,3,4
746112,114000,12,5,54,1622,6,2,2,2,3
845193,20000,25,13,112,3826,13,3,2,2,5
593494,30000,30,14,60,794,237,1,2,9,1
201418,1500,13,15,168,3789,3,1,2,3,5
2709641,420000,300,2,50,2060,200,2,2,9,4
6027959,290000,400,2,74,70,60,1,1,9,3
1693424,205000,314,14,50,1184,90,1,1,9,2
1024701,23500,55,2,40,964,25,2,2,5,2
9065,2000,3,2,40,1905,3,1,2,3,3
627361,310000,60,5,12,913,30,3,2,1,4
80094,15000,1,5,40,1366,30,5,2,2,3
699103,150000,120,14,40,2063,60,1,2,10,3
1175076,260000,27,13,56,731,30,1,2,10,1
109325,38500,18,91,9,1159,12,3,2,2,2
223232,4000,2,15,17,1871,3,4,2,3,3
198034,19000,8,25,44,517,4,5,1,3,1
4002791,220000,150,25,168,1867,50,3,2,2,3
1112356,126000,50,14,80,1703,125,1,2,9,3
66914,106000,0,1,0,834,30,3,1,2,2
284900,34500,0,1,0,2127,30,1,2,5,4
1153741,7000,55,15,140,1543,5,1,2,2,3
29421,2400,1,26,45,3585,1,1,2,3,5
371301,53000,40,14,45,2000,70,3,2,10,4
321324,255000,25,5,16,716,10,5,2,3,1
2872933,150000,115,25,84,4283,20,2,2,1,5
402748,60000,9,13,90,299,12,5,1,5,3
13114614,600000,1200,2,100,1120,2000,2,1,2,3
26292,2400,4,2,40,521,4,1,2,3,2
316481,200000,8,13,96,935,7,5,2,3,2
670863,41000,50,25,60,1945,40,1,2,3,3
2586885,192000,550,2,168,1385,250,3,2,2,3
81688,50001,44,26,82,3589,7,5,2,2,5
120597,67000,5,12,50,1245,3,1,2,5,4
2057945,192000,100,13,56,2239,60,6,2,5,3
505970,75000,10,25,80,984,10,1,2,2,3
7724916,300000,350,2,120,1943,350,1,2,4,4
20761503,1500000,2000,16,168,1020,550,1,2,97,7
542322,180000,300,2,50,884,100,1,2,5,2
204394,38000,12,5,40,2457,4,5,2,2,4
16876,3200,4,5,40,858,30,4,2,5,2
1102614,44000,43,23,71,796,17,1,1,1,2
3778928,75000,250,2,168,2193,150,2,1,2,3
3643195,355000,160,14,96,578,15,1,1,10,1
4576048,156000,200,14,60,879,12,1,2,9,7
58855,2500,15,2,40,2396,20,1,2,3,4
5296682,215000,150,25,126,2867,50,3,2,2,5
173761,25000,30,14,40,255,25,1,1,10,1
21108,2100,2,15,80,1936,30,1,2,2,4
2287285,190000,612,2,13,270,30,6,1,3,4
835865,66000,250,2,65,2065,120,1,2,2,4
55067,2000,14,2,65,2274,11,3,2,2,4
17079161,800000,350,5,168,2383,30,2,1,3,4
3052717,210000,400,2,60,1091,400,2,1,2,3
2036851,200000,100,18,168,3910,18,1,2,3,7
816162,250000,12,5,48,1976,3,1,2,3,4
67808,7900,3,26,40,1361,30,5,2,3,2
5746602,500001,1200,2,60,1146,1000,6,2,5,4
47533,2500,2,25,56,1447,1,1,2,2,3
4720079,205000,150,25,133,1427,75,3,2,2,3
7384,4500,4,5,80,2931,2,5,2,1,5
9593494,480000,125,16,168,1006,300,8,1,5,7
61693,36000,1,5,44,1347,30,4,2,3,4
140755,136000,8,5,45,739,10,5,2,3,2
988535,53000,40,14,45,2549,150,1,2,10,5
191031,24500,8,12,65,3269,2,1,2,4,4
998738,100000,20,13,124,1903,20,3,2,6,3
89438,10000,2,13,168,1262,2,1,2,5,3
3524068,230000,733,2,60,4708,395,6,2,1,5
52129,1500,0,26,77,942,30,5,2,2,2
33775204,900000,3000,16,168,2182,2000,1,2,5,7
1656777,106000,55,14,50,1719,50,1,2,10,3
474275,92000,45,14,70,881,145,1,1,9,3
214223,42000,7,12,40,1783,4,1,2,4,3
2657989,350000,350,2,70,1186,1200,1,2,3,3
37036,3600,2,14,35,4154,30,5,2,9,5
9929483,2100000,3000,2,60,288,3615,4,2,2,7
4150306,176000,350,5,168,1961,200,1,2,8,4
1810147,200000,250,8,45,1324,150,1,1,5,3
32905,3000,10,6,30,983,3,1,2,4,2
2756758,215000,100,5,168,471,35,5,2,1,2
7134702,290000,300,16,168,1379,200,3,1,3,7
701147,41500,31,23,84,1014,19,1,1,3,4
11665273,445000,900,2,64,762,900,1,1,2,2
303921,25000,19,14,60,797,25,2,2,9,7
668291,156000,150,14,84,1221,30,1,1,10,3
1363743,79000,2,13,65,971,30,2,1,10,1
9903,1150,0,91,0,701,30,5,2,5,1
14783,1200,3,2,35,1408,30,8,2,4,3
285103,12500,25,23,56,2981,13,4,1,2,5
716672,100000,35,14,60,650,95,1,1,10,1
156843,11250,21,12,26,1501,30,1,1,4,3
2772993,142000,30,17,168,1294,17,3,2,2,3
246185,7200,15,15,91,1130,1,1,2,2,3
212309,54000,56,14,90,639,10,1,1,9,1
75289,3950,9,2,40,2976,12,1,2,10,5
10132441,215000,500,16,168,3524,2000,3,1,2,7
3130570,315000,100,18,168,2836,10,3,1,2,7
42082,3000,12,7,40,1813,1,3,2,10,3
2539283,240000,230,2,90,1203,200,1,1,3,3
656749,36500,53,23,42,794,43,1,1,2,2
1933105,114000,290,2,168,2110,200,1,2,2,3
726852,30000,11,18,168,317,2,4,2,1,3
6357279,270000,100,14,120,1488,200,1,2,6,7
906966,100000,10,25,10,1684,11,5,2,2,3
11568,2500,2,2,40,1815,2,5,2,3,3
11345802,600000,1265,2,55,2753,836,1,2,1,4
818078,98000,31,13,10,2552,60,1,2,10,4
31639609,1500000,4500,16,168,1543,1000,1,1,97,7
6950558,315000,80,18,168,2236,45,2,1,2,7
430994,150000,15,5,40,2507,10,3,2,3,4
5285495,275000,600,2,168,3577,200,5,1,2,5
14526973,225000,250,4,90,77,50,1,1,5,3
1342708,132000,55,14,40,4299,210,3,2,10,5
117190,10000,20,2,70,1412,10,1,2,2,3
24659,2000,0,5,60,2177,30,3,2,3,4
2333831,235000,80,14,45,2359,150,1,1,9,4
9485046,295000,300,16,168,2691,1000,1,1,5,7
27084,3450,5,2,40,593,6,1,2,3,2
3881055,350000,400,2,168,1472,50,1,1,2,3
166345,10500,50,5,60,736,20,1,1,2,2
42879,140000,0,1,0,957,30,1,1,10,2
695373,1400,0,1,0,1855,30,4,2,3,3
112063,48000,7,5,45,608,8,3,2,3,2
289717,4300,13,15,168,1422,2,1,2,2,2
2700004,102000,70,14,168,1759,100,1,1,9,7
1748606,154000,400,8,50,1611,200,6,1,2,3
20121,36000,0,1,0,684,30,3,2,5,2
399076,102000,27,5,65,632,4,1,2,3,2
8329553,320000,155,14,114,1518,643,2,2,9,7
1031680,120000,15,13,90,1128,30,2,2,10,2
4317,2000,0,26,30,1208,30,5,2,3,2
29847,40500,27,5,40,1793,10,1,2,10,3
3013070,250000,135,14,12,520,200,1,2,9,2
102885,12000,3,17,168,398,4,4,2,2,2
9132616,400000,1203,2,60,245,700,8,1,2,4
26505,10500,5,5,40,2119,6,5,2,3,4
10155,2000,3,8,40,801,4,4,2,2,3
226144,200000,10,5,64,1717,16,3,2,2,3
1072155,150000,58,17,168,1832,9,1,2,2,3
79097,29000,8,12,28,959,3,1,2,4,3
695373,2500,0,1,0,2410,30,1,2,3,4
4992530,250000,200,17,168,560,50,1,1,4,1
9827,4500,0,5,45,380,30,5,2,2,1
335078,34000,9,25,76,1308,6,1,2,3,3
703880,45000,3,91,168,1090,8,3,1,3,3
118002,3000,1,6,112,2846,1,1,2,2,5
12099108,285000,75,13,168,2283,65,1,2,2,4
750495,110000,70,14,40,3483,60,1,1,9,5
105561,57000,4,12,50,1771,3,1,2,4,4
631505,85000,200,2,55,2248,50,3,1,2,4
42423,8000,2,12,30,1332,1,8,2,4,2
3090925,132000,30,13,84,3473,25,1,1,10,5
18316339,1700000,2100,2,168,1892,3615,2,2,8,7
498249,88000,80,5,10,3175,40,3,2,1,5
25892284,1700000,1500,13,168,3047,500,6,2,2,7
1517768,114000,6,18,168,1234,15,3,2,9,3
2856460,176000,79,23,75,399,56,3,2,2,2
97502,9800,5,5,55,387,30,4,2,3,1
4596,37000,12,1,49,2078,5,1,1,2,4
7167999,290000,95,16,168,1117,167,4,1,2,7
980799,116000,200,14,55,1325,40,1,2,3,3
1819027,148000,150,8,30,13,400,7,1,4,1
579003,28000,2,7,168,2836,3,2,2,9,5
23790,5600,2,12,6,1438,30,4,2,4,3
4121243,340000,630,2,65,1502,520,1,2,1,3
2738814,200000,5,18,168,2523,3,3,2,2,4
1006121,41000,18,23,112,502,6,1,2,2,4
1505133,126000,5,18,168,1751,475,1,2,9,4
91702,35000,3,13,40,485,1,1,1,6,2
745730,102000,78,14,55,1039,33,3,1,10,3
217678,16250,0,18,168,899,14,1,2,5,2
693150,47000,140,7,45,3280,100,1,1,97,7
2574301,300000,120,5,67,1305,50,1,2,3,3
6609,8600,0,91,63,2194,30,5,2,3,4
483490,43000,4,13,40,3014,30,1,2,9,4
2567810,154000,28,18,168,3321,15,1,2,2,7
107378,2400,4,25,168,719,3,1,2,3,2
158829,28000,30,2,20,1472,15,1,2,2,4
1995150,140000,80,2,100,1812,100,1,2,4,3
278490,45000,2,5,52,2095,30,5,2,1,3
1864885,200001,230,7,60,772,125,1,1,97,7
628765,116000,20,12,50,1574,30,2,2,4,3
798105,66000,107,2,45,3426,102,6,1,2,5
1319218,100000,45,14,40,4302,50,1,2,10,5
2922801,200000,8,13,65,1884,8,3,2,5,3
208129,1800,6,6,137,1508,2,8,2,3,3
593720,200001,25,5,55,2433,23,2,2,2,4
7396652,350000,530,16,168,1086,200,1,1,5,7
8994,1800,2,2,60,1411,3,4,2,3,2
27993,1200,2,15,48,1458,30,4,2,3,2
745242,55000,12,13,6,989,30,1,2,9,4
2242948,230000,85,14,80,1072,40,1,2,9,2
8097826,235000,490,2,65,2288,250,6,2,2,4
30004,3000,4,5,40,1199,30,1,2,10,2
315242,32000,13,26,45,3515,3,4,2,3,4
505624,16250,20,8,168,2200,20,1,2,9,4
4258858,600000,225,18,168,811,45,1,2,2,7
234397,47500,10,18,168,2158,5,1,2,1,7
786130,89000,12,5,18,2155,30,5,2,4,4
512185,24000,80,8,50,1884,125,1,2,2,4
132283,23000,10,12,50,951,4,4,1,4,1
263047,22000,8,15,58,880,30,1,1,1,2
1986649,420000,1000,2,168,1399,1000,1,1,1,3
16307,1600,5,2,55,1804,4,1,2,10,4
234921,3500,25,15,84,628,2,1,2,3,2
261792,41000,30,14,60,1071,20,1,2,10,1
5317783,205000,150,25,168,2473,50,3,2,2,4
67379,5400,7,2,50,2270,8,1,2,2,4
695373,2600,0,5,168,765,30,1,2,1,2
381128,50000,80,2,40,260,40,6,1,8,4
6997596,300000,850,2,45,977,200,1,1,2,2
405411,30000,15,13,75,1341,7,1,1,5,3
535531,55000,45,16,168,870,45,1,1,5,7
102274,3000,8,2,40,2682,9,1,2,8,5
1015289,335000,150,5,65,895,80,2,2,1,4
310121,65000,100,8,40,771,80,1,2,8,2
46727,3000,10,91,168,3104,12,5,2,5,5
1018954,110000,65,14,60,1331,12,3,1,10,2
53166,2000,7,26,40,1898,7,5,2,3,3
1635096,124000,400,2,55,3303,300,3,2,2,5
2440487,97000,97,2,168,1138,97,1,2,8,2
486724,19250,3,13,50,887,2,1,2,8,2
8650,2700,0,5,16,2022,30,5,2,3,3
5662529,600000,225,5,120,798,150,2,2,2,2
3280431,156000,700,2,66,1151,150,6,2,2,2
81698,10000,1,26,40,2010,1,4,2,4,5
695373,8700,0,5,84,4082,30,1,2,3,5
571910,50000,60,25,100,557,35,3,2,4,1
375382,240000,2,5,168,977,2,3,2,1,4
1320006,100001,350,2,50,3267,200,1,1,3,5
1803018,285000,183,14,60,1006,251,3,1,10,2
287953,7200,10,15,18,811,4,1,2,3,4
603922,53000,8,18,168,2107,2,8,1,3,7
95613,8200,7,8,45,1791,3,1,2,2,4
4255424,305000,70,13,168,1043,33,2,1,9,3
2428278,600000,120,5,55,1801,30,3,2,2,3
98670,20000,6,25,94,826,1,3,2,3,2
41224,1550,0,13,50,2180,1,4,2,5,5
4356148,210000,100,13,168,844,100,1,1,6,2
428411,26000,180,2,54,3194,10,1,2,2,5
103826,6300,7,2,40,4063,4,3,2,3,5
14471413,700000,1000,16,168,1910,1500,1,2,5,7
287066,88000,9,18,168,2127,4,1,2,3,7
16083284,1000000,2100,2,68,1501,3615,6,1,2,3
334371,30000,10,18,168,1090,5,4,2,2,7
3011351,210000,70,18,168,2158,15,8,1,2,7
448014,75000,86,14,40,3222,50,2,2,10,5
1469025,50000,12,13,18,3777,11,3,2,2,5
766021,69000,50,14,55,1418,60,1,2,9,3
2108723,178000,80,5,168,681,30,3,2,2,2
521579,150000,85,2,60,1656,40,1,1,6,3
2660894,475000,240,5,168,3242,30,3,2,2,5
93442,5500,3,15,91,439,1,4,2,2,2
142691,2500,1,6,117,1801,1,1,2,3,3
2209908,162000,60,18,168,859,25,1,1,3,7
7772230,375000,25,11,168,793,12,2,2,2,2
3461502,144000,350,2,65,1693,300,2,2,2,3
102295,20000,23,14,60,2681,2,8,2,3,4
15937,9000,5,26,50,1878,1,5,2,3,3
4756867,220000,150,25,126,3066,50,3,2,2,4
37641071,800000,3000,16,168,2047,3615,6,1,5,7
879845,80000,150,2,66,3170,50,1,2,2,4
1285374,235000,90,14,55,861,150,1,1,10,2
1075499,172000,325,2,60,719,300,3,2,2,2
31814,15500,1,5,5,1557,3,5,2,3,3
67316,56000,20,5,47,1295,20,2,2,2,2
1176201,69000,18,14,70,588,25,3,1,9,1
46609,4250,5,13,40,1750,5,1,2,9,4
106487,6000,11,23,55,2223,5,1,2,2,4
719261,56000,60,26,10,827,10,3,2,10,2
3196494,230000,850,8,72,853,628,1,2,2,1
2060205,148000,30,2,168,1310,45,2,1,9,3
2482610,260000,60,12,105,2694,50,1,1,4,5
668942,76000,50,8,52,1083,20,1,1,5,3
634749,61000,28,14,45,2383,70,1,2,10,4
31268,30000,2,12,12,1269,2,1,1,4,4
27246,2800,2,26,40,1879,30,5,2,3,4
1746006,300000,170,14,50,1859,150,2,1,10,4
32093,3000,3,2,100,1322,3,4,1,3,3
3539212,500001,143,13,70,1017,373,6,2,10,1
3437096,120000,15,13,90,2262,8,3,1,5,4
208279,30000,18,2,45,4083,16,1,2,3,5
2165618,134000,163,23,51,1396,104,1,1,2,3
6981521,390000,800,2,60,2123,500,6,2,1,4
604866,38500,40,23,51,1256,42,1,2,7,3
43115,1500,0,26,168,1999,30,1,2,2,4
228306,35000,16,2,168,1730,20,1,2,9,3
5241430,800000,200,2,50,2007,180,2,2,2,4
13841882,200000,250,16,168,1277,200,1,1,2,7
2003740,215000,25,12,45,1941,3,3,2,4,4
1464731,215000,135,14,80,451,100,4,1,10,2
144454,4800,1,6,35,1970,1,1,2,3,4
346396,23000,15,25,84,2105,20,1,2,2,4
5734942,460000,552,2,70,1660,562,2,2,1,3
257021,260000,4,26,40,2502,30,5,2,3,4
3719919,270000,764,2,50,1736,550,8,1,2,3
352084,32500,25,26,40,1757,20,3,2,2,4
980498,50000,8,11,60,1508,5,1,2,2,3
194485,43000,1,13,112,960,1,1,2,5,2
6188050,350000,250,7,45,1908,300,8,2,97,7
14698032,400000,300,16,168,1372,200,1,1,2,7
35686,2500,1,26,55,1194,30,5,2,3,2
11604804,495000,500,16,168,1009,150,3,1,5,7
883163,60000,350,2,45,4126,275,1,2,10,5
40849,5600,1,12,3,2505,30,1,2,4,4
1452478,80000,15,13,109,604,12,1,2,3,2
3335476,114000,350,2,55,4779,250,1,2,2,5
29427,5000,0,5,8,1481,30,5,2,5,2
17104440,375000,1377,16,168,2067,150,3,1,2,7
1330160,49000,54,23,117,784,18,3,2,2,4
875815,134000,60,2,168,925,100,1,2,10,2
8091305,335000,500,8,168,1241,100,1,1,5,3
6702083,700000,2000,2,60,1797,1378,1,2,8,3
3390674,600000,200,5,72,3233,50,3,2,2,4
2695296,300000,200,17,168,1167,80,3,1,10,3
3746580,114000,140,23,55,1572,47,1,2,2,3
54559,3700,14,7,168,3067,8,5,2,3,5
46291,24500,6,12,15,763,2,4,2,4,2
14941,3150,4,13,9,780,30,1,2,5,2
1863575,25500,80,6,168,1737,12,1,2,2,2
32925,27000,10,5,47,2014,6,5,2,2,5
2428137,180000,180,2,60,1001,60,5,2,8,2
26688348,1800000,4500,16,168,646,3615,1,2,5,7
730780,35000,11,2,90,4121,2,1,2,9,5
1290987,98000,20,18,168,956,11,2,2,2,7
63058,5600,16,2,50,3265,12,1,2,3,5
327160,38500,41,2,40,734,60,1,1,10,2
4927,1200,2,14,40,1511,1,4,2,10,4
42579,30000,3,13,40,1957,3,1,1,10,4
634047,100000,30,14,40,1486,12,1,1,10,3
20865,1750,3,2,40,1377,4,4,2,10,3
83931,62000,40,5,10,964,25,1,2,2,1
2831981,310000,1100,2,60,1378,550,3,2,9,3
200,1500,2,13,10,1151,30,4,2,4,2
5361774,220000,101,4,168,785,350,1,2,6,2
6789593,400000,177,14,80,1344,200,1,1,10,3
1879689,166000,558,2,54,1407,700,6,2,2,3
10588442,500001,200,2,50,573,60,1,1,2,1
4259373,220000,112,23,75,1129,60,3,2,2,3
